cid,cid_geom
OGAA089,POINT(-102.5608263646265 41.99932475537771)
HOUA363,POINT(-95.32521963669745 29.88291241058588)
OGAA181,POINT(-103.5424557603587 41.49136611987584)
OGAA430,POINT(-102.8510391328335 42.75829065789086)
OGAA466,POINT(-103.4457521675399 42.14761419154759)
OGAA154,POINT(-103.5951207192277 41.51979314565655)
OGAA446,POINT(-99.15113026218378 41.95143648109314)
OGAA218,POINT(-103.6157382191595 41.90869306369711)
OGAA019,POINT(-103.6939254795416 41.87072775927351)
OGAA268,POINT(-104.0214420618433 41.60533618044281)
HOUA362,POINT(-95.73593763786607 29.79860791827893)
OGAA414,POINT(-100.9655847634304 40.57577393659292)
OGAA357,POINT(-102.9704439857875 41.36207799651208)
OGAA457,POINT(-98.94441516336616 40.72690750150204)
OGAA160,POINT(-100.2495799507049 40.67677136981145)
OGAA320,POINT(-100.3441786243775 40.6240350265027)
OGAA177,POINT(-97.40217334055201 42.05838715705002)
OGAA052,POINT(-97.07793766360658 40.40615187308566)
OGAA095,POINT(-96.87868734106655 40.99354429302101)
HOUA576,POINT(-95.44249500571938 29.93859834066332)
OGAA080,POINT(-96.83353240152968 40.5419301193006)
OGAA194,POINT(-101.0759369507378 40.51112227074067)
OGAA053,POINT(-99.24279404903046 40.61853318835013)
OGAA158,POINT(-101.6126054778346 40.72911797774255)
HOUA361,POINT(-95.99697505713597 29.99935046270249)
OGAA036,POINT(-98.44496505457909 40.68087155091108)
OGAA300,POINT(-100.5577066622557 40.23393779177373)
OGAA365,POINT(-103.6104880700479 41.97800369360979)
OGAA296,POINT(-103.6767988446366 42.77394084072202)
OGAA224,POINT(-101.9074484863803 40.41196907137365)
HOUA360,POINT(-95.63795004836075 30.40297809013492)
OGAA059,POINT(-102.9110384414577 42.27577478769973)
OGAA337,POINT(-96.9580756763535 40.56046151317929)
OGAA431,POINT(-99.58546269268948 41.10210161123133)
OGAA096,POINT(-97.01801897499605 40.04462541559044)
OGAA057,POINT(-97.42895156743067 41.12022935808215)
OGAA382,POINT(-97.51099328123314 41.69878785471104)
OGAA087,POINT(-99.6825375885072 42.81061294302476)
HOUA359,POINT(-95.39085650349334 29.98361682856134)
OGAA186,POINT(-100.164778516654 41.00793275697779)
OGAA109,POINT(-101.4507982175949 41.39103101229773)
OGAA435,POINT(-102.1993347754633 42.1150281934173)
OGAA140,POINT(-100.8194098915571 41.96320743401597)
HOUA579,POINT(-95.27594321366996 30.0318200974003)
OGAA330,POINT(-97.49997615971391 41.23183464908212)
OGAA174,POINT(-100.0498798060099 42.89025483368052)
OGAA410,POINT(-97.73170007399479 40.9364524609724)
OGAA217,POINT(-98.7387079268125 42.52083890632117)
HOUA374,POINT(-95.04404433734553 29.66777510848284)
OGAA088,POINT(-97.12478267932073 41.0430334223439)
OGAA387,POINT(-97.33517081911218 41.11138938929194)
OGAA343,POINT(-101.0364413569133 41.22615010488668)
OGAA303,POINT(-98.1792091919555 42.2494981426076)
HOUA372,POINT(-95.46208652436022 29.96483637656747)
HOUA371,POINT(-95.22302643111412 29.69757413074253)
HOUA370,POINT(-95.32237285676337 30.21781829703188)
HOUA580,POINT(-95.1573128608049 29.82496205359889)
HOUA581,POINT(-95.46900080311062 29.85079749514909)
HOUA582,POINT(-95.08596231704483 29.5498969995357)
HOUA583,POINT(-95.42332352533379 29.78203855192531)
HOUA584,POINT(-95.01998058633231 29.68840264259263)
HOUA585,POINT(-95.10198416363565 29.74189384991463)
OGAA262,POINT(-97.65399768658797 40.91009670377269)
OGAA038,POINT(-97.56320731224261 42.53757343063887)
OGAA237,POINT(-101.0092630435875 40.34290471278988)
OGAA240,POINT(-97.67711807753555 40.66063870159454)
HOUA587,POINT(-96.10109243936691 30.22055325914264)
OMAA322,POINT(-96.7593955964718 42.49592505014648)
OMAA648,POINT(-96.6989382536424 41.59270085552052)
OMAA381,POINT(-96.61181463388557 41.98655808181613)
OMAA230,POINT(-96.80262251182776 41.70002301848934)
OMAA021,POINT(-96.66106596988824 41.54219239069931)
OMAA353,POINT(-96.3293462943058 41.71639162304299)
OMAA007,POINT(-97.14399215071569 41.81620277211253)
OMAA234,POINT(-96.86910922512169 41.82203193828065)
OMAA332,POINT(-96.58563652292472 42.49346506655169)
OMAA421,POINT(-95.97787153226932 40.33635699515548)
OMAA250,POINT(-95.94233961906663 41.0197742607571)
OMAA656,POINT(-96.74593461208663 41.52108629153803)
OMAA308,POINT(-96.22731047704643 40.28268720787588)
OMAA055,POINT(-96.77314046739916 41.50208097393543)
OMAA203,POINT(-96.60651230278918 41.65855890604268)
OMAA033,POINT(-96.64611735481914 41.58699824863774)
HOUA369,POINT(-95.37292504211744 29.76501485970162)
OMAA110,POINT(-96.86218994729632 42.19759013038153)
OMAA430,POINT(-96.52492166927247 41.41030411860774)
OMAA101,POINT(-96.18030366228274 41.7658454124639)
OMAA444,POINT(-96.38636174810159 41.09204866666209)
OMAA498,POINT(-95.93065646087452 40.56350797401213)
OMAA064,POINT(-96.50268717908646 41.97192856198946)
OMAA508,POINT(-96.85900092803467 41.76657034203613)
OMAA056,POINT(-97.4615311807862 42.70465031986201)
OMAA509,POINT(-97.02135116740895 42.51231537438863)
OMAA273,POINT(-95.40439032742022 40.00140786445232)
OMAA512,POINT(-96.76657173126166 41.22745457679591)
OMAA559,POINT(-96.00480601790188 41.41333347665277)
OMAA284,POINT(-96.73724952446075 42.08436386001861)
OMAA615,POINT(-97.0122069023736 42.29610200803958)
OMAA257,POINT(-96.5326512495144 41.42570113797707)
OMAA306,POINT(-96.92819116346641 41.94945665896756)
OMAA186,POINT(-96.17685557394584 41.25867070689963)
OMAA163,POINT(-96.17339982830576 41.17861201094439)
OMAA164,POINT(-96.5542047154134 41.85900605970038)
OMAA167,POINT(-95.93749074435262 40.80459563681324)
OMAA168,POINT(-96.32452395903259 41.43252481583549)
OMAA169,POINT(-96.063898485692 41.09306601031732)
OMAA170,POINT(-96.13474599719746 41.69361070655103)
OMAA171,POINT(-96.55868479361716 41.68818150738135)
OMAA172,POINT(-96.7215837535959 42.55317600462382)
OMAA173,POINT(-96.14522253745925 41.32062292054492)
OMAA174,POINT(-96.84348464307166 42.49288495374256)
OMAA175,POINT(-96.13706845384398 40.43664784480265)
OMAA176,POINT(-96.17755001584305 41.61159627649005)
OMAA180,POINT(-97.23302971181303 42.80735729389111)
OMAA181,POINT(-96.22955740179967 41.41374216998781)
OMAA184,POINT(-96.71558298951416 41.88774107133356)
OMAA185,POINT(-96.15245646188077 41.70895567834817)
OMAA187,POINT(-96.34063282673748 41.72942977695877)
OMAA189,POINT(-96.29812458371607 41.16274813616992)
OMAA190,POINT(-96.2981874084925 41.36322943575659)
OMAA192,POINT(-96.75824681350491 41.84143752881103)
OMAA193,POINT(-96.22464349306419 40.68600533144172)
OMAA196,POINT(-95.83212715083022 40.85556219190376)
OMAA199,POINT(-96.45602311262883 40.24928332598952)
OMAA200,POINT(-96.23182655407584 41.32384407182196)
OMAA201,POINT(-96.10795184266006 41.43795912299851)
OMAA202,POINT(-96.15292887196208 41.08715557322139)
OMAA208,POINT(-96.31158313735826 41.16113873848546)
OMAA210,POINT(-96.16731849404464 41.23587580973972)
OMAA263,POINT(-96.09131891384105 40.9980977390659)
OMAA155,POINT(-96.86065678468577 42.02050257281773)
OMAA157,POINT(-96.1708518387244 41.29450230824267)
OMAA158,POINT(-96.85447361401556 41.92578337109369)
OMAA159,POINT(-96.15605235451714 41.29241839331137)
OMAA160,POINT(-96.32940681361765 40.5597487457756)
OMAA212,POINT(-97.13692491426681 42.23575728013659)
OMAA213,POINT(-96.2137934567117 41.21396899141536)
OMAA214,POINT(-96.18478839733987 41.23887305072392)
OMAA215,POINT(-96.42171657481086 41.66986581250876)
OMAA216,POINT(-96.16034786622492 41.30137657698754)
OMAA217,POINT(-96.19813358714583 40.99465639505836)
OMAA218,POINT(-95.90617428107704 40.99369743531432)
OMAA219,POINT(-96.52127857464713 41.22985562606242)
OMAA221,POINT(-96.32806899472638 40.8993469482594)
OMAA222,POINT(-95.6724991070837 40.23841385847035)
OMAA226,POINT(-96.42602496028377 41.15612651726949)
OMAA227,POINT(-96.3431003492909 40.14398829337377)
OMAA228,POINT(-96.05496740787464 41.40941591609218)
OMAA233,POINT(-96.4226256261237 41.08740893757381)
OMAA235,POINT(-96.24926075753953 41.70317400653079)
OMAA236,POINT(-95.9317408369655 41.34341228023487)
OMAA237,POINT(-96.7624067863081 41.63550889907973)
OMAA239,POINT(-96.15722224368012 41.21757178328853)
HOUA368,POINT(-95.39007438603683 29.95641121439879)
OMAA241,POINT(-96.19116109775383 41.13528001299927)
OMAA242,POINT(-96.07939967771757 41.38539230184281)
OMAA243,POINT(-96.24113278488865 41.65172085023654)
OMAA244,POINT(-95.94964053785078 41.08144599997785)
OMAA246,POINT(-95.91376394585484 41.10088081587263)
OMAA249,POINT(-96.34613592424226 40.86634472875439)
OMAA251,POINT(-96.426935244482 42.22489104065247)
OMAA252,POINT(-96.2746549286469 41.65797016308792)
OMAA253,POINT(-95.95551950580196 41.19762400629328)
OMAA255,POINT(-96.08302740902334 40.03104839113565)
OMAA256,POINT(-96.14235703368868 41.31858393862414)
OMAA258,POINT(-95.98157691672333 40.72838184446422)
OMAA259,POINT(-96.0430468668472 41.41868260898833)
OMAA261,POINT(-96.6546515777323 41.52353071866722)
OMAA264,POINT(-96.10934638127426 41.41568184993806)
OMAA265,POINT(-96.30089983113645 41.12856028188347)
OMAA268,POINT(-96.34436129450214 40.93624757033228)
OMAA269,POINT(-96.81218212177481 41.25790759005127)
OMAA272,POINT(-97.26615201747995 42.52661559773625)
OMAA274,POINT(-96.59765842423366 41.29898472097869)
OMAA277,POINT(-96.13484630361332 41.30173651041092)
OMAA280,POINT(-96.42657372033801 42.18396012796007)
OMAA286,POINT(-95.97095336682946 41.23641630658557)
OMAA287,POINT(-96.18260489286423 41.29451570678983)
OMAA288,POINT(-97.16151565761658 42.18518962477316)
OMAA289,POINT(-96.15163120851946 41.29460038508214)
OMAA290,POINT(-95.96249128847819 41.19574998307154)
OMAA294,POINT(-96.15357911235024 41.22806935353104)
OMAA298,POINT(-96.32083133885816 40.94146813473404)
OMAA299,POINT(-96.43017706652894 40.09592464942486)
OMAA301,POINT(-97.23142119401192 42.14706783258401)
OMAA302,POINT(-95.64504606461978 40.18993866431156)
OMAA303,POINT(-96.02267408512186 41.16978507230792)
OMAA305,POINT(-96.26848599634145 41.21728923807695)
OMAA309,POINT(-96.52020673512223 41.31288616792079)
OMAA310,POINT(-96.54281002198226 41.75071240258684)
OMAA311,POINT(-96.28266802781577 41.32975086622655)
OMAA312,POINT(-96.77939352148944 42.41863759392119)
OMAA313,POINT(-96.56284568675775 41.73855695704957)
OMAA314,POINT(-96.07886025396932 40.11549618217754)
OMAA316,POINT(-96.05013759852304 41.02137872261154)
OMAA318,POINT(-95.39665111101232 40.03790089783019)
OMAA319,POINT(-96.17337813619629 41.27025894359986)
OMAA320,POINT(-96.9532391173168 42.03911272906272)
OMAA323,POINT(-96.95482156228805 42.08851986767446)
OMAA326,POINT(-96.14515592306768 41.45850800277518)
OMAA327,POINT(-96.15210732520964 41.3154496514093)
OMAA329,POINT(-96.40202841031385 41.25290525994158)
OMAA330,POINT(-96.40247141000077 40.9874782691497)
OMAA331,POINT(-96.37176778959267 41.17517372088065)
OMAA333,POINT(-97.21097477949469 41.89876920387155)
OMAA335,POINT(-96.35171027422479 41.41985465412938)
OMAA336,POINT(-97.00266775716287 41.98137825912927)
OMAA338,POINT(-96.35020700946205 41.32328113148745)
OMAA339,POINT(-96.4255658111779 40.85529884807772)
OMAA340,POINT(-96.81137109322715 42.37675488633789)
OMAA343,POINT(-96.15449883528669 40.12754809410263)
OMAA345,POINT(-96.35739723775394 40.91490990890181)
OMAA348,POINT(-95.8955664727521 41.28997139286047)
OMAA349,POINT(-96.02406686612876 41.42804970652229)
OMAA352,POINT(-96.51870855352915 41.41100972320259)
OMAA355,POINT(-96.15167233346068 41.10702671502604)
OMAA356,POINT(-96.28230115056532 41.26826692282839)
OMAA363,POINT(-96.80735562562357 41.88110230185736)
OMAA364,POINT(-95.956514973094 40.77508382725588)
OMAA366,POINT(-96.23160745310028 41.06826185343444)
OMAA367,POINT(-96.17346739881467 41.18730510349948)
OMAA368,POINT(-96.20663525066952 40.73080312151578)
OMAA369,POINT(-95.89953602837987 41.30519602657646)
HOUA485,POINT(-94.999993568735 29.88052385855668)
OMAA373,POINT(-96.89534626929614 41.16622741182532)
OMAA374,POINT(-96.77732419681915 42.03931717936991)
OMAA375,POINT(-95.95053279335463 41.21857827364541)
OMAA377,POINT(-96.37548871739325 41.23581757803332)
OMAA378,POINT(-96.60325246855824 41.38115444742918)
OMAA382,POINT(-96.81346284006501 41.1072069475916)
OMAA384,POINT(-96.54348856051446 41.31494992761157)
OMAA389,POINT(-96.04810736316988 41.38543770917314)
OMAA392,POINT(-96.14582053810189 41.06868581780127)
OMAA393,POINT(-95.99565046060548 40.0656979411872)
OMAA395,POINT(-96.05217738862937 41.01446740995294)
OMAA401,POINT(-96.23130865851438 41.0906628855674)
OMAA402,POINT(-96.37600310795536 40.23149904486377)
OMAA404,POINT(-96.36224583804325 41.21657990894744)
OMAA406,POINT(-96.25922554553367 41.58665393313471)
OMAA407,POINT(-96.34508341417379 41.42403907191204)
OMAA409,POINT(-96.10259200900636 41.47235884386583)
OMAA411,POINT(-96.14727553488267 41.14604368936073)
OMAA412,POINT(-95.75224581740373 40.19342153587655)
OMAA417,POINT(-97.17489340102051 41.94744538939632)
OMAA418,POINT(-96.7884668346821 42.36782461681297)
OMAA423,POINT(-97.0680167807282 41.88629680102411)
OMAA424,POINT(-96.2742199335423 40.74878898434086)
OMAA425,POINT(-96.74399442369565 41.76400716560379)
OMAA426,POINT(-96.22041804414623 41.18256795628796)
OMAA427,POINT(-96.08267661483106 40.42643400184942)
OMAA428,POINT(-96.50479337885545 41.44120389534316)
OMAA431,POINT(-96.39436540387453 41.73046122144272)
OMAA432,POINT(-96.82088207987064 41.15810355088323)
OMAA433,POINT(-96.12591605381778 41.40630106292937)
OMAA434,POINT(-96.46789840416125 41.33535355091208)
OMAA435,POINT(-96.30909672728197 41.2664343318689)
OMAA437,POINT(-96.66386741032606 41.88083766710717)
OMAA438,POINT(-96.10070054930665 41.35153101889847)
OMAA441,POINT(-96.03529921325632 41.33936483986721)
OMAA182,POINT(-95.88818326289082 40.45549554933108)
OMAA153,POINT(-96.25316093874521 41.46331686036723)
OMAA151,POINT(-96.29485302873198 41.53510464468934)
OMAA150,POINT(-96.25801352792047 41.01752081258847)
OMAA148,POINT(-96.1535601611028 41.29882792406217)
OMAA147,POINT(-96.73793327492126 42.18844678373664)
OMAA146,POINT(-96.24669609728606 41.64100418712164)
OMAA144,POINT(-95.83994005094661 40.37245493753569)
OMAA143,POINT(-95.95880469830706 41.02819066273056)
OMAA141,POINT(-96.22347287992956 41.87356306142355)
OMAA140,POINT(-96.13365247828091 41.29156412022609)
OMAA139,POINT(-96.27084231393565 41.33305753772957)
OMAA134,POINT(-97.24202731174468 41.77526148019149)
OMAA133,POINT(-96.25902109547492 41.07292011133691)
OMAA131,POINT(-96.31004422086917 41.36506395350722)
OMAA130,POINT(-96.65770266683523 41.47222354052377)
OMAA129,POINT(-96.56183145029613 41.6537972803025)
OMAA127,POINT(-95.50829431044254 40.21574049246237)
OMAA125,POINT(-96.35143806390948 41.81720031647839)
OMAA123,POINT(-96.12136682127853 41.82078278759171)
OMAA119,POINT(-96.18049380525107 41.24526507883171)
OMAA118,POINT(-96.83673750836047 41.36360993016599)
OMAA117,POINT(-96.50957121377537 42.38914068063787)
OMAA116,POINT(-96.15149025544407 41.29839768900305)
OMAA113,POINT(-96.19000407716118 40.78291772801764)
OMAA111,POINT(-96.50059995794892 41.70641837356009)
OMAA109,POINT(-95.89449270486615 40.25407104709907)
OMAA108,POINT(-96.59303001344419 41.21406404132011)
OMAA107,POINT(-96.82923190352055 41.29503944513661)
OMAA105,POINT(-95.9905991351948 41.21536335004755)
OMAA104,POINT(-95.91405134668764 41.02141312812062)
OMAA103,POINT(-96.74576168567933 41.84170909991709)
OMAA100,POINT(-96.85246370081474 41.49237680825867)
OMAA092,POINT(-96.31522579957485 41.13955660074076)
HOUA484,POINT(-95.67315674028026 30.72057404676982)
HOUA483,POINT(-95.49242749728539 30.47684695751395)
HOUA482,POINT(-95.66083206201417 30.19049676036918)
HOUA481,POINT(-95.99585071721756 29.76740111068945)
OMAA086,POINT(-96.48132787790988 41.53834761234324)
OMAA085,POINT(-96.01767205447523 40.75284527988129)
OMAA083,POINT(-96.5321294326521 42.01532311947461)
OMAA078,POINT(-95.99966457350962 41.16932334616991)
OMAA077,POINT(-96.66866733063122 41.57538146045883)
OMAA076,POINT(-97.17721316978148 41.79169604614528)
OMAA075,POINT(-96.18573851022457 41.998388659236)
OMAA074,POINT(-96.19364587184812 41.295251218716)
OMAA073,POINT(-96.1475590088342 41.30848543244063)
OMAA072,POINT(-95.951697672176 40.81266866604768)
OMAA071,POINT(-96.99173010753518 41.83855015937552)
OMAA070,POINT(-95.97186385988121 41.32614117165524)
OMAA069,POINT(-96.50069293482211 42.24579435279424)
OMAA068,POINT(-96.24043371066607 41.39473596235512)
OMAA067,POINT(-96.39209295403437 40.97405510369308)
OMAA066,POINT(-95.94794883527675 41.45552394906129)
OMAA065,POINT(-96.81350910239821 41.15976068253535)
OMAA062,POINT(-96.15294773477324 41.30394955823607)
OMAA057,POINT(-96.2559249857721 41.28808015877455)
OMAA053,POINT(-96.02868239320372 41.14455660499785)
OMAA051,POINT(-97.09715265493485 42.37197640534993)
OMAA048,POINT(-96.57795145924834 41.75370554551812)
OMAA046,POINT(-96.4321985773007 41.34238618531445)
OMAA045,POINT(-96.16275742327836 41.25687738727191)
OMAA044,POINT(-96.07340172446877 41.41162296469876)
OMAA043,POINT(-96.1351545154391 41.26432276095982)
OMAA042,POINT(-96.45038896716132 40.35931980732536)
OMAA041,POINT(-96.06293036496916 40.18691445908867)
OMAA040,POINT(-95.99107672867574 41.19421474930142)
OMAA039,POINT(-96.31605899410961 40.93315147588101)
OMAA038,POINT(-96.37522213747721 41.90646523777732)
OMAA037,POINT(-96.69210607520485 41.45459313468792)
OMAA035,POINT(-96.4099328840528 41.8452130639375)
OMAA034,POINT(-96.76543798067655 41.5489461884622)
OMAA032,POINT(-96.70453279928185 41.25057746043972)
OMAA031,POINT(-95.97936940367156 41.34594955615958)
OMAA030,POINT(-96.02830164938793 41.25934242155714)
OMAA029,POINT(-96.58954340035568 41.19337226788619)
OMAA028,POINT(-96.02148944378948 41.4405812694129)
OMAA026,POINT(-96.43680794339147 41.11012947503527)
OMAA024,POINT(-95.95565065123346 41.23109904166355)
OMAA023,POINT(-96.39791796984038 40.46666264364958)
OMAA022,POINT(-96.73239930245168 41.37485505493839)
OMAA020,POINT(-96.53229830728924 41.45133926962443)
OMAA018,POINT(-96.09610330782654 41.38467373748881)
OMAA012,POINT(-96.12328569011652 41.23653744867968)
OMAA010,POINT(-95.56978444876387 40.23456908199944)
OMAA009,POINT(-96.24295083925239 41.29599140172164)
OMAA008,POINT(-95.87938775822947 41.09115972121297)
OMAA006,POINT(-96.38641402540816 41.06730977896123)
OMAA005,POINT(-96.23852309001252 41.48771692807265)
OMAA002,POINT(-96.1848375764683 41.60273984760828)
OMAA001,POINT(-96.1129453060038 41.16257916512607)
OMAA692,POINT(-95.9822412999089 41.0436227017787)
OMAA691,POINT(-97.33340411445847 42.62728562864555)
OMAA690,POINT(-95.48192897835014 40.21058938113601)
